store_id,management_group_id,first_category_id,second_category_id,third_category_id,product_id,dt,sale_amount,stock_hour6_22_cnt,discount,holiday_flag,activity_flag,precpt,avg_temperature,avg_humidity,avg_wind_level,imputed_sale_amount,is_imputed_b_class,imputed_method
10,0,5,6,65,441,2024-04-23,0.4,0,0.725,0,1,0.4104,19.04,74.75,1.88,6.800000000000001,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-04-24,1.9,0,0.59,0,1,1.7249,20.72,72.13,2.17,32.3,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-04-25,0.8,0,0.556,0,1,1.5529,21.33,74.55,2.56,13.6,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-04-26,3.0,0,0.556,0,1,2.3283,20.71,73.18,2.17,51.0,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-04-27,3.0,4,0.586,1,1,3.2598,20.58,74.95,2.3,4.119047619047619,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-04-28,0.4,16,0.5561798214912415,1,1,2.4796,22.17,75.63,1.79,0.4,0,A类_无需插补
10,0,5,6,65,441,2024-04-29,1.2,0,0.556,0,1,3.1469,21.01,76.9,2.51,20.4,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-04-30,0.3,10,0.645,0,1,2.7531,20.18,73.24,1.79,0.3,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-01,0.0,16,1.0,1,0,1.8135,20.41,71.75,1.91,0.0,0,A类_无需插补
10,0,5,6,65,441,2024-05-02,0.0,16,1.0,1,0,0.9508,21.27,71.49,2.41,0.0,0,A类_无需插补
10,0,5,6,65,441,2024-05-03,0.0,16,1.0,1,0,2.1269,21.06,71.88,1.69,0.0,0,A类_无需插补
10,0,5,6,65,441,2024-05-04,0.8,0,0.725,1,0,2.3369,22.52,70.28,2.06,13.6,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-05,2.5,4,0.574,1,1,1.3192,22.21,73.0,1.9,3.432539682539682,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-06,2.7,0,0.593,0,1,1.4914,22.43,71.61,1.61,45.900000000000006,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-07,2.4,5,0.556,0,1,1.0523,21.63,68.82,2.03,2.843835616438356,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-08,1.4,0,0.556,0,1,1.6812,21.55,66.82,1.66,23.8,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-09,2.2,0,0.556,0,1,1.0253,22.93,62.5,2.09,37.400000000000006,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-10,0.1,0,1.0,0,1,1.4907,21.96,63.53,1.84,1.7000000000000002,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-11,2.8,0,0.556,1,1,1.1844,22.75,65.93,1.62,0.0790079540433053,0,C类及以下_AB均值兜底
10,0,5,6,65,441,2024-05-12,2.1,0,0.577,1,1,0.5451,23.35,63.17,2.48,35.7,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-13,1.5,0,0.712,0,1,2.0573,23.58,63.77,1.88,25.5,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-14,0.4,0,1.0,0,1,1.9547,23.74,66.0,2.6,6.800000000000001,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-15,1.9,0,0.788,0,0,0.7175,23.3,62.68,1.61,32.3,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-16,1.0,0,0.78,0,0,1.7225,24.45,65.65,2.54,17.0,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-17,0.1,14,1.0,0,0,0.4581,24.99,68.07,1.95,0.1,1,B类_比例缩放法
10,0,5,6,65,441,2024-05-18,3.3,1,0.661,1,0,0.4991,25.43,66.82,1.89,52.8,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-19,2.2,3,0.651,1,0,2.0509,25.52,70.12,2.1,5.515942028985508,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-20,1.0,0,0.612,0,0,1.5653,24.33,68.68,1.71,17.0,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-21,1.3,0,0.648,0,0,1.6473,25.54,64.15,1.97,22.1,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-22,1.9,0,0.653,0,0,0.1025,24.6,61.16,2.38,32.3,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-23,0.4,0,0.663,0,0,2.2763,25.44,60.96,1.91,6.800000000000001,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-24,0.0,0,1.0,0,0,0.8819,24.5,62.55,2.55,0.0,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-25,3.0,0,0.759,1,0,0.0751,25.88,59.5,1.66,0.0790079540433053,0,C类及以下_AB均值兜底
10,0,5,6,65,441,2024-05-26,0.8,0,0.663,1,0,1.9026,24.25,62.68,2.11,13.6,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-27,1.1,0,0.7,0,0,1.5659,23.13,64.02,2.34,18.700000000000003,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-28,1.6,0,0.663,0,0,1.5061,23.39,63.95,1.77,27.200000000000003,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-29,1.2,0,0.663,0,0,0.4294,23.78,59.36,1.66,20.4,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-30,0.7,0,0.73,0,0,0.5522,23.9,63.59,1.77,11.9,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-05-31,0.6,0,0.663,0,0,1.3142,24.41,63.21,1.55,10.2,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-01,1.3,0,0.689,1,0,1.1454,24.6,65.18,2.27,22.1,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-02,2.8,0,0.663,1,0,1.2269,24.9,65.36,2.41,47.6,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-03,1.6,0,0.663,0,0,0.8997,25.16,68.7,1.8,27.200000000000003,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-04,0.9,0,0.7,0,0,0.0,26.22,64.41,2.07,15.3,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-05,0.8,0,0.704,0,0,0.2045,25.59,64.09,1.73,13.6,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-06,0.6,0,0.9697179198265076,0,0,0.7727,25.94,67.27,2.82,10.2,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-07,1.1,0,0.75,0,0,3.6564,26.79,67.55,1.43,18.700000000000003,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-08,0.8,0,0.725,1,0,2.9541,27.89,68.43,2.07,13.6,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-09,0.2,0,0.725,1,0,8.9425,27.03,71.87,1.48,0.0790079540433053,0,C类及以下_AB均值兜底
10,0,5,6,65,441,2024-06-10,0.3,0,0.725,1,0,2.858,27.4,73.07,1.59,0.0790079540433053,0,C类及以下_AB均值兜底
10,0,5,6,65,441,2024-06-11,0.6,0,0.725,0,0,4.0509,27.14,70.71,1.91,10.2,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-12,0.8,0,0.725,0,1,8.0525,27.57,73.64,1.59,0.0790079540433053,0,C类及以下_AB均值兜底
10,0,5,6,65,441,2024-06-13,1.08,0,0.8162776231765747,0,1,7.5913,28.19,73.25,1.82,0.0790079540433053,0,C类及以下_AB均值兜底
10,0,5,6,65,441,2024-06-14,0.1,0,0.764,0,0,10.7764,28.53,73.8,1.52,1.7000000000000002,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-15,0.4,0,0.9569491744041444,1,0,16.2398,27.21,75.69,1.39,0.0790079540433053,0,C类及以下_AB均值兜底
10,0,5,6,65,441,2024-06-16,0.3,0,0.78,1,0,16.1245,27.86,78.1,2.48,5.1,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-17,0.6,0,0.725,0,0,10.7749,28.14,77.19,2.66,10.2,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-18,0.6,0,0.725,0,0,16.377,27.09,81.94,2.82,10.2,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-19,0.2,0,0.725,0,0,12.4322,26.61,80.5,1.7,3.4000000000000004,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-20,0.4,0,0.725,0,0,14.0458,27.5,86.09,1.52,0.0790079540433053,0,C类及以下_AB均值兜底
10,0,5,6,65,441,2024-06-21,0.8,0,0.725,0,0,12.9954,26.57,84.4,2.41,13.6,0,C类及以下_画像缩放(距离<1.5)
10,0,5,6,65,441,2024-06-22,0.2,0,0.725,1,0,11.656,26.36,83.86,1.84,0.0790079540433053,0,C类及以下_AB均值兜底
10,0,5,6,65,441,2024-06-23,0.0,0,1.0,1,0,11.9869,26.84,85.61,1.84,0.0790079540433053,0,C类及以下_AB均值兜底
10,0,5,6,65,441,2024-06-24,0.6,0,0.725,0,0,8.6222,27.09,82.44,1.77,0.0790079540433053,0,C类及以下_AB均值兜底
10,0,5,6,65,441,2024-06-25,0.6,0,0.725,0,0,8.882,27.63,85.57,1.93,0.0790079540433053,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-03-28,1.4,0,0.986,0,0,1.2755,17.27,74.62,2.16,23.8,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-03-29,1.3,0,1.0,0,0,1.9738,15.38,76.76,2.27,22.1,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-03-30,2.6,0,0.984,1,0,1.4436,17.17,75.38,2.03,44.2,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-03-31,3.2,0,1.0,1,0,2.2029,17.87,76.82,1.94,54.400000000000006,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-01,2.3,0,1.0,0,0,3.2823,16.46,76.24,1.93,39.1,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-02,2.2,0,1.0,0,0,6.3745,16.4,76.53,2.18,37.400000000000006,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-03,1.2,0,1.0,0,0,3.0188,17.93,76.5,1.79,20.4,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-04,1.2,0,1.0,1,0,0.8211,17.07,73.94,2.73,20.4,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-05,0.0,16,1.0,1,0,1.0945,18.09,71.9,2.03,0.0,0,A类_无需插补
10,0,28,72,154,834,2024-04-06,0.0,16,1.0,1,0,2.7766,18.19,76.78,1.76,0.0,0,A类_无需插补
10,0,28,72,154,834,2024-04-07,0.0,16,1.0,0,0,1.3476,17.12,78.92,1.67,0.0,0,A类_无需插补
10,0,28,72,154,834,2024-04-08,0.0,16,1.0,0,0,1.3995,17.72,77.46,2.44,0.0,0,A类_无需插补
10,0,28,72,154,834,2024-04-09,0.1,16,1.0,0,0,2.6276,18.54,79.56,2.08,0.1,0,A类_无需插补
10,0,28,72,154,834,2024-04-10,0.6,1,1.0,0,0,1.5019,17.87,77.27,2.01,108.000000000001,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-11,1.8,0,1.0,0,0,1.8049,18.49,77.9,1.85,30.6,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-12,1.2,0,1.0,0,0,4.6046,18.95,79.79,2.0,20.4,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-13,1.5,0,1.0,1,0,1.7633,19.55,80.87,1.93,25.5,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-14,2.1,5,0.984,1,0,2.357,18.68,77.03,2.61,5.90625,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-15,1.4,0,1.0,0,0,3.0264,18.86,74.97,2.01,23.8,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-16,1.3,0,1.0,0,0,3.0433,19.36,74.11,2.41,22.1,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-17,1.4,0,1.0,0,0,0.7315,19.71,74.25,2.57,23.8,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-18,0.9,0,1.0,0,0,1.5401,19.89,74.71,2.01,15.3,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-19,0.7,0,1.0,0,0,0.7249,19.75,76.11,1.87,11.9,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-20,1.6,0,1.0,1,0,1.617,19.88,75.16,2.06,27.200000000000003,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-21,1.6,0,1.0,1,0,2.4007,20.4,75.23,2.43,27.200000000000003,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-22,1.3,0,1.0,0,0,1.5657,18.8,76.71,2.63,22.1,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-23,1.9,0,1.0,0,0,0.4104,19.04,74.75,1.88,32.3,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-24,0.7,0,1.0,0,0,1.7249,20.72,72.13,2.17,11.9,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-25,1.0,0,1.0,0,0,1.5529,21.33,74.55,2.56,17.0,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-26,1.3,0,1.0,0,0,2.3283,20.71,73.18,2.17,22.1,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-27,2.2,0,0.99,1,0,3.2598,20.58,74.95,2.3,37.400000000000006,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-28,1.1,0,1.0,1,0,2.4796,22.17,75.63,1.79,18.700000000000003,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-29,1.0,0,1.0,0,0,3.1469,21.01,76.9,2.51,17.0,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-04-30,1.1,0,1.0,0,0,2.7531,20.18,73.24,1.79,18.700000000000003,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-01,1.3,0,0.982,1,0,1.8135,20.41,71.75,1.91,22.1,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-02,1.8,0,1.0,1,0,0.9508,21.27,71.49,2.41,30.6,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-03,1.7,0,0.988,1,0,2.1269,21.06,71.88,1.69,28.9,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-04,1.0,0,1.0,1,0,2.3369,22.52,70.28,2.06,17.0,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-05,1.4,0,1.0,1,0,1.3192,22.21,73.0,1.9,23.8,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-06,0.9,0,1.0,0,0,1.4914,22.43,71.61,1.61,15.3,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-07,2.0,0,1.0,0,0,1.0523,21.63,68.82,2.03,34.0,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-08,1.8,0,0.993,0,0,1.6812,21.55,66.82,1.66,30.6,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-09,1.4,0,1.0,0,0,1.0253,22.93,62.5,2.09,23.8,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-10,1.4,0,0.982,0,0,1.4907,21.96,63.53,1.84,23.8,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-11,0.9,8,0.98,1,0,1.1844,22.75,65.93,1.62,1.5576923076923077,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-12,2.9,0,0.994,1,0,0.5451,23.35,63.17,2.48,49.3,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-13,0.5,10,1.0,0,0,2.0573,23.58,63.77,1.88,0.6896551724137929,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-14,0.0,16,1.0,0,0,1.9547,23.74,66.0,2.6,0.0,0,A类_无需插补
10,0,28,72,154,834,2024-05-15,0.1,16,1.0,0,0,0.7175,23.3,62.68,1.61,0.1,0,A类_无需插补
10,0,28,72,154,834,2024-05-16,2.6,0,0.992,0,0,1.7225,24.45,65.65,2.54,44.2,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-17,1.1,2,0.989,0,0,0.4581,24.99,68.07,1.95,7.920000000000002,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-18,3.2,0,0.988,1,0,0.4991,25.43,66.82,1.89,54.400000000000006,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-19,2.9,1,0.981,1,0,2.0509,25.52,70.12,2.1,69.60000000000007,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-20,2.5,0,0.98,0,0,1.5653,24.33,68.68,1.71,42.5,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-21,3.2,0,1.0,0,0,1.6473,25.54,64.15,1.97,54.400000000000006,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-22,0.3,9,1.0,0,0,0.1025,24.6,61.16,2.38,0.4595744680851062,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-23,0.2,16,1.0,0,0,2.2763,25.44,60.96,1.91,0.2,0,A类_无需插补
10,0,28,72,154,834,2024-05-24,3.3,0,1.0,0,0,0.8819,24.5,62.55,2.55,56.1,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-25,2.1,5,0.989,1,0,0.0751,25.88,59.5,1.66,5.90625,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-26,0.0,16,1.0,1,0,1.9026,24.25,62.68,2.11,0.0,0,A类_无需插补
10,0,28,72,154,834,2024-05-27,0.0,16,1.0,0,0,1.5659,23.13,64.02,2.34,0.0,0,A类_无需插补
10,0,28,72,154,834,2024-05-28,0.3,16,1.0,0,0,1.5061,23.39,63.95,1.77,0.3,0,A类_无需插补
10,0,28,72,154,834,2024-05-29,2.2,0,1.0,0,0,0.4294,23.78,59.36,1.66,37.400000000000006,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-30,1.3,0,1.0,0,0,0.5522,23.9,63.59,1.77,22.1,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-05-31,1.2,0,0.984,0,0,1.3142,24.41,63.21,1.55,20.4,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-06-01,2.2,0,1.0,1,0,1.1454,24.6,65.18,2.27,37.400000000000006,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-06-02,2.9,0,0.994,1,0,1.2269,24.9,65.36,2.41,49.3,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-06-03,2.4,0,0.991,0,0,0.8997,25.16,68.7,1.8,40.8,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-06-04,2.0,0,1.0,0,0,0.0,26.22,64.41,2.07,34.0,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-06-05,2.4,0,1.0,0,0,0.2045,25.59,64.09,1.73,40.8,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-06-06,1.0,0,1.0,0,0,0.7727,25.94,67.27,2.82,17.0,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-06-07,1.3,0,1.0,0,0,3.6564,26.79,67.55,1.43,22.1,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-06-08,1.6,0,1.0,1,0,2.9541,27.89,68.43,2.07,27.200000000000003,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-06-09,3.1,0,0.994,1,0,8.9425,27.03,71.87,1.48,0.2244526128871163,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-06-10,1.8,0,1.0,1,0,2.858,27.4,73.07,1.59,0.2244526128871163,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-06-11,2.7,0,0.993,0,0,4.0509,27.14,70.71,1.91,0.2244526128871163,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-06-12,2.2,0,0.975,0,0,8.0525,27.57,73.64,1.59,0.2244526128871163,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-06-13,3.4,0,0.994,0,0,7.5913,28.19,73.25,1.82,0.2244526128871163,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-06-14,3.0,0,1.0,0,0,10.7764,28.53,73.8,1.52,0.2244526128871163,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-06-15,2.6,0,0.981,1,0,16.2398,27.21,75.69,1.39,0.2244526128871163,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-06-16,4.6,0,1.0,1,0,16.1245,27.86,78.1,2.48,0.2244526128871163,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-06-17,0.7,14,1.0,0,0,10.7749,28.14,77.19,2.66,0.7220630372492836,1,B类_比例缩放法
10,0,28,72,154,834,2024-06-18,2.8,0,1.0,0,0,16.377,27.09,81.94,2.82,0.2244526128871163,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-06-19,0.9,9,1.0,0,0,12.4322,26.61,80.5,1.7,0.2244526128871163,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-06-20,2.4,0,1.0,0,0,14.0458,27.5,86.09,1.52,0.2244526128871163,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-06-21,1.9,0,0.99,0,0,12.9954,26.57,84.4,2.41,32.3,0,C类及以下_画像缩放(距离<1.5)
10,0,28,72,154,834,2024-06-22,2.2,0,0.989,1,0,11.656,26.36,83.86,1.84,0.2244526128871163,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-06-23,2.2,0,1.0,1,0,11.9869,26.84,85.61,1.84,0.2244526128871163,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-06-24,2.4,0,1.0,0,0,8.6222,27.09,82.44,1.77,0.2244526128871163,0,C类及以下_AB均值兜底
10,0,28,72,154,834,2024-06-25,1.4,0,1.0,0,0,8.882,27.63,85.57,1.93,0.2244526128871163,0,C类及以下_AB均值兜底
10,2,29,76,60,740,2024-03-28,0.8,4,1.0,0,0,1.2755,17.27,74.62,2.16,5.8666666666666725,0,C类及以下_画像缩放(距离<1.5)
